SMED30000044 ASI4B
SMED30012643 EIF3A
SMED30012669 LRC61
SMED30012660 RT16
SMED30012658 HSP70
SMED30012672 ENTP1
SMED30012677 CCD51
SMED30012694 KLF11
SMED30012685 CIPKX
SMED30012674 FUCL3
SMED30012687 ERGI2
SMED30012706 SPT4H
SMED30012679 PSD
SMED30012696 C1GLT
SMED30012697 TINC
SMED30012699 CLP1
SMED30012688 ST17A
SMED30012731 HNRPK
SMED30012743 CC169
SMED30012717 ODBA
SMED30012736 SCND3
SMED30012725 EBP2
SMED30012737 GAPR1
SMED30012720 FUCL1
SMED30012721 B3GN9
SMED30012713 CEL2A
SMED30012742 ATG5
SMED30012718 PWP2A
SMED30012738 DYL
SMED30012729 KLDC2
SMED30012719 MP2K6
SMED30012757 TEKT4
SMED30012747 TXND3
SMED30012772 OMPA
SMED30012779 IF2B
SMED30012749 PO21
SMED30012754 DDX47
SMED30012752 PTSS1
SMED30012763 SERC5
SMED30012770 TRAF5
SMED30012745 TRAF6
SMED30012748 ANK3
SMED30012761 GRID1
SMED30012775 TIAR
SMED30012773 TRA2B
SMED30012777 Y1388
SMED30012802 C3H16
SMED30012786 SUR1
SMED30012791 ARID2
SMED30012811 MFSD9
SMED30012807 Y8948
SMED30012810 MOS1T
SMED30012812 TBA3
SMED30012792 NET1
SMED30012803 HCN2
SMED30012787 K0319
SMED30012784 S14L2
SMED30012814 CW15B
SMED30012798 OTOP1
SMED30012782 CDK2
SMED30012806 DNMBP
SMED30012799 S39A1
SMED30012804 TRAF3
SMED30012841 UNC9
SMED30012845 BL1S1
SMED30012822 ROA1
SMED30012847 SYFM
SMED30012839 AGM1
SMED30012817 METH
SMED30012837 MOS1T
SMED30012816 mitochondrial
SMED30012842 Y688
SMED30012833 LIMK1
SMED30012825 CP2A6
SMED30012850 SPON1
SMED30012821 CHAC1
SMED30012867 ICCR
SMED30012873 DMXL1
SMED30012878 RPB1
SMED30012885 KTRC
SMED30012877 ABCAC
SMED30012869 YBOXH
SMED30012887 PP14
SMED30012858 DCLK
SMED30012876 TBCD5
SMED30012881 CG062
SMED30012874 ADCY9
SMED30012872 UNC9
SMED30012862 HECD1
SMED30012859 PTBP1
SMED30012856 RBMS1
SMED30012861 HR3
SMED30012919 TIGD1
SMED30012905 LENG1
SMED30012899 ZDHC1
SMED30012889 NDRG1
SMED30012921 DAB2P
SMED30012911 MFD
SMED30012902 NHRF1
SMED30012906 COX1
SMED30012895 Y0133
SMED30012904 BRN
SMED30012912 TIGD1
SMED30012903 TTC25
SMED30012922 NPHN
SMED30012900 RIBX
SMED30012923 IF4E
SMED30012928 P2RX5
SMED30012954 CNTRL
SMED30012943 POL3
SMED30012931 PRMA
SMED30012942 CALCR
SMED30012947 TIGD1
SMED30012924 TC3A
SMED30012948 COA4
SMED30012950 SETMR
SMED30012956 PHEC
SMED30012938 T38BA
SMED30012957 ACH1
SMED30012941 PRP8
SMED30012949 POL4
SMED30012935 HIL
SMED30012945 UBI4P
SMED30012940 CFA45
SMED30012958 L3BPB
SMED30012952 ADCY9
SMED30012985 F188B
SMED30012981 HCN1
SMED30012960 CALL3
SMED30012975 NGBR
SMED30012984 SLIT2
SMED30012986 PGBD4
SMED30012989 Y7416
SMED30012961 ARRB1
SMED30012965 CCD47
SMED30012993 QCR6
SMED30012991 EGCSE
SMED30012987 KCNN2
SMED30012974 MPCP
SMED30012978 F200B
SMED30001355 NDUS6
SMED30001349 AMPD2
SMED30001341 CAH10
SMED30001347 MORN2
SMED30001360 LICD
SMED30001337 WIPI3
SMED30001361 PRC2C
SMED30001364 FAS2
SMED30001335 ACM1
SMED30001359 AHNK
SMED30001354 TF2H1
SMED30001362 PIWL1
SMED30001367 ARF
SMED30001365 GRP33
SMED30001344 COPB
SMED30001342 PTN11
SMED30001366 UBIL
SMED30001348 ODP2
SMED30001353 NKD2L
SMED30013027 ANK1
SMED30013006 YK66
SMED30013023 CALM
SMED30013028 NRBP2
SMED30013025 CRFR1
SMED30013018 RS6
SMED30013019 CC14A
SMED30013031 NUP54
SMED30013029 ZMYM1
SMED30013024 ENTK
SMED30013013 GBB
SMED30013001 ANK1
SMED30013005 TIGD6
SMED30013015 FLOT1
SMED30013002 MYH11
SMED30013059 K1586
SMED30013035 RNF31
SMED30013057 RNR
SMED30013055 PLOD1
SMED30013053 PEX13
SMED30013060 TF3B
SMED30013044 SETMR
SMED30013052 ACT10
SMED30013054 NEK1
SMED30013043 LOZEN
SMED30013046 YL426
SMED30013056 PHX2A
SMED30013063 POL4
SMED30013064 INTL
SMED30013058 NDK5
SMED30013099 XRN2
SMED30013079 DHSD
SMED30013087 MYBPP
SMED30013090 MOT12
SMED30013082 DYL1
SMED30013100 SETMR
SMED30013075 VDAC2
SMED30013092 AAT
SMED30013077 ANK1
SMED30013093 S4A7
SMED30013095 ANR44
SMED30013086 DLRB2
SMED30013128 AND1A
SMED30013105 ENO
SMED30013124 AL7A1
SMED30013106 ERH
SMED30013109 A1CF
SMED30013129 GBRB3
SMED30013108 ROP
SMED30013139 HEXP
SMED30013118 SKI2
SMED30013116 MAPK2
SMED30013132 SEPT2
SMED30013131 CNR4
SMED30013113 TPM2
SMED30013107 G3P
SMED30013133 RL27
SMED30013156 TIGD1
SMED30013168 CAN
SMED30013172 PRS10
SMED30013164 MITD1
SMED30013160 RECQ4
SMED30013143 PHRF1
SMED30013153 PP4C
SMED30013141 PKHF1
SMED30013169 CATIN
SMED30013149 MIEAP
SMED30013140 PGBD2
SMED30013163 P2RX4
SMED30013145 RSG1
SMED30013150 CENP1
SMED30013157 KHDR2
SMED30013170 KTRC
SMED30013207 EGR1
SMED30013208 POLR
SMED30013177 IMA3
SMED30013183 RTP3
SMED30013200 PSD1
SMED30013178 CC033
SMED30013193 SPG20
SMED30013198 UBP8
SMED30013197 KGP1
SMED30013176 PATS1
SMED30013201 FKB1A
SMED30013182 SYDE
SMED30013195 ZMYM6
SMED30013179 DGKQ
SMED30013184 RN
SMED30013189 DEN6B
SMED30013185 RN103
SMED30013205 TRAF2
SMED30013228 RYR
SMED30013231 ARFRP
SMED30013216 CHD9
SMED30013220 EIF3D
SMED30013244 SUOX
SMED30013247 GT2D2
SMED30013217 PIM3
SMED30013236 TIGD6
SMED30013212 H2A4
SMED30013237 ESPL1
SMED30013240 PPIH
SMED30013241 DYL1
SMED30013222 SLO1
SMED30013227 WDR63
SMED30013267 ELL
SMED30013278 PPE1
SMED30013263 DDI2
SMED30013255 spleen
SMED30013253 HGF
SMED30013260 LIPB1
SMED30013266 ZN583
SMED30013275 SNG2
SMED30013257 TEKT2
SMED30013261 POL3
SMED30013256 RUVB
SMED30013303 SLTM
SMED30013295 NSF1C
SMED30013316 PCGF2
SMED30013304 ECI2
SMED30013293 MVP
SMED30013318 IRC20
SMED30013319 ACBG2
SMED30013298 MYLK
SMED30013286 DGLA
SMED30013291 VIAAT
SMED30013285 PGK
SMED30013312 CAN
SMED30013306 NDRG1
SMED30013300 AT5G2
SMED30013355 GCY8E
SMED30013326 FUCT1
SMED30013348 MOT5
SMED30013349 CAPON
SMED30013338 DSK1
SMED30013334 GPX1
SMED30013321 TBL2
SMED30013336 TF2H5
SMED30013354 LRC47
SMED30013347 POL3
SMED30013344 PCAT2
SMED30013337 RSRC2
SMED30013320 CO4A1
SMED30013341 EX3
SMED30001371 NEC1
SMED30001400 PP14
SMED30001389 HDAC8
SMED30001368 BPJ
SMED30001402 PLSL
SMED30001376 CO4A1
SMED30001383 MTEF3
SMED30001369 SMBP2
SMED30001388 BRSK2
SMED30001395 NPDC1
SMED30001381 ZCHC8
SMED30001391 MCM8
SMED30001380 and
SMED30001393 KBP
SMED30001387 IR25A
SMED30013358 PP1B
SMED30013359 PO22
SMED30013366 AT1A
SMED30013390 SYNE1
SMED30013379 IQCG
SMED30013378 CLCL
SMED30013367 THUM1
SMED30013371 RS26
SMED30013357 IF4H
SMED30013374 TM232
SMED30013385 BTBDH
SMED30013384 AR2BP
SMED30013386 NET1
SMED30013382 H2AX
SMED30013364 PRS4
SMED30013392 DDX23
SMED30013410 BIOF
SMED30013407 SCND3
SMED30013425 NDUB4
SMED30013405 RNH1
SMED30013396 PLIN5
SMED30013416 CALUB
SMED30013417 CPED1
SMED30013397 EF2K
SMED30013424 WDR60
SMED30013426 SVOP
SMED30013408 SCP
SMED30013399 PAPOG
SMED30013398 PR38B
SMED30013415 FANK1
SMED30013404 CCD83
SMED30013395 PSD10
SMED30013423 COG8
SMED30013422 PSMD5
SMED30013441 WDR78
SMED30013430 VIGLN
SMED30013454 BDF2
SMED30013438 FBXW7
SMED30013444 MET25
SMED30013447 ABD18
SMED30013431 CALM
SMED30013451 RX21
SMED30013442 LIN1
SMED30013429 KLH12
SMED30013445 CD63
SMED30013446 JERKL
SMED30013443 DR9C7
SMED30013439 RCC1L
SMED30013450 CI114
SMED30013480 DPYL3
SMED30013484 DHDH
SMED30013464 DYH10
SMED30013471 ERGI3
SMED30013493 SC5A9
SMED30013498 WLI2A
SMED30013469 OSBL9
SMED30013475 ISWI
SMED30013473 NFYA
SMED30013499 MEC2
SMED30013495 MET
SMED30013492 YAF2
SMED30013497 MRT4
SMED30013470 RHOAC
SMED30013478 GP142
SMED30013485 CD11B
SMED30013477 SCC4
SMED30013516 BAZ1B
SMED30013501 OX1R
SMED30013522 UNC7
SMED30013503 TPD52
SMED30013527 RSPH3
SMED30013518 5HT1R
SMED30013533 DPM1
SMED30013512 FGOP2
SMED30013511 KLK13
SMED30013513 SETMR
SMED30013519 HAT1
SMED30013535 SC5A7
SMED30013514 AP1S2
SMED30013509 ROGDI
SMED30013552 ELOA1
SMED30013559 FMAR
SMED30013543 PK2
SMED30013555 GT2D2
SMED30013536 ZMYM1
SMED30013539 RPAP3
SMED30013563 STK10
SMED30013540 SYTL3
SMED30013546 GBRG1
SMED30013547 B4GT4
SMED30013565 NDUB7
SMED30013560 IMA4
SMED30013553 POLR
SMED30013537 MRC2
SMED30013558 RPC8
SMED30013542 RL38
SMED30013569 TTCA
SMED30013570 GLRX1
SMED30013548 ZFYV1
SMED30013564 DDB1
SMED30013595 PLCX3
SMED30013603 PCF11
SMED30013594 MRM2
SMED30013590 F221B
SMED30013606 RL7
SMED30013573 TBA2
SMED30013599 ARP8
SMED30013589 ABHD4
SMED30013577 TSP3B
SMED30013600 RBX1
SMED30013584 TC3A
SMED30013583 S2536
SMED30013587 Y137
SMED30013596 CHD1L
SMED30013591 ALF
SMED30013581 NMBR
SMED30013578 MIC10
SMED30013608 YBOXH
SMED30013637 TM234
SMED30013642 TRAF1
SMED30013612 ZBED5
SMED30013638 SYG
SMED30013616 ANR11
SMED30013625 ZBED8
SMED30013633 AGAP3
SMED30013639 AF9
SMED30013613 RL26
SMED30013634 PIF1
SMED30013641 CNOT4
SMED30013635 GWL
SMED30013618 PMVK
SMED30013617 UBE3C
SMED30013663 DENR
SMED30013645 MDH
SMED30013664 XRCC5
SMED30013675 PLXB2
SMED30013671 GT2D2
SMED30013653 LFG4
SMED30013655 CPTP
SMED30013661 MX2
SMED30013649 KIF2A
SMED30013674 ABDB
SMED30013650 CDK2
SMED30013676 SYNE1
SMED30013669 TF2B
SMED30013652 RFWD3
SMED30013658 PGBD4
SMED30013672 MED8
SMED30013647 MOT5
SMED30013666 ODP2
SMED30013699 RL9
SMED30013684 ACT11
SMED30013694 RTCA
SMED30013710 PSMD4
SMED30013695 UBN2
SMED30013692 P40
SMED30013706 CASP3
SMED30013686 M3K1
SMED30013688 ISL2B
SMED30013690 COT2
SMED30013687 STAU2
SMED30013711 PELO
SMED30013701 SBNO1
SMED30013715 AT1A1
SMED30013702 GAPN
SMED30001422 TIGD6
SMED30001419 PEPD
SMED30001428 SMG1
SMED30001431 HTRA4
SMED30001433 F188A
SMED30001414 CJ053
SMED30001416 ABCA4
SMED30001404 DYRK2
SMED30001413 POGK
SMED30001437 OCRL
SMED30001415 POL2
SMED30001434 PGBD4
SMED30001405 UBC9
SMED30001408 PTPRS
SMED30013738 WDR26
SMED30013745 DSBB
SMED30013721 AXDN1
SMED30013723 TRFR
SMED30013751 COA6
SMED30013733 CPSF6
SMED30013734 CRVP
SMED30013741 COPT1
SMED30013724 AMID
SMED30013736 CDC5
SMED30013730 WWP1
SMED30013735 EF1A
SMED30013719 NED82
SMED30013725 PRKX
SMED30013740 FD3
SMED30013726 PSMF1
SMED30013731 CETN2
SMED30013716 TDC1
SMED30013776 THYG
SMED30013763 PHLP
SMED30013770 KDM8
SMED30013752 MP2K5
SMED30013784 MTG8
SMED30013767 THIG
SMED30013766 ZN346
SMED30013759 SO1A1
SMED30013787 ANR52
SMED30013778 TIGD6
SMED30013758 CLP1
SMED30013757 PCLO
SMED30013779 TTLL3
SMED30013823 ZN317
SMED30013821 PC11X
SMED30013791 COL10
SMED30013807 DDC
SMED30013795 CSF1
SMED30013796 RLA0
SMED30013820 NCKX6
SMED30013810 TIPT
SMED30013800 S15A1
SMED30013798 DUS6
SMED30013815 UBIQP
SMED30013809 POL2
SMED30013817 MOT5
SMED30013790 PCD18
SMED30013806 POL2
SMED30013826 CATL1
SMED30013857 FXL21
SMED30013827 MNMA
SMED30013838 AGUB
SMED30013834 GTD2A
SMED30013824 UN5BA
SMED30013828 UBR2
SMED30013845 PGM1
SMED30013854 AHPC
SMED30013833 THIL
SMED30013858 RTCB
SMED30013825 ACO13
SMED30013840 TEKT2
SMED30013846 NCEH1
SMED30013883 MFS2B
SMED30013893 HM13
SMED30013876 UTP18
SMED30013894 AKIR1
SMED30013873 PDP2
SMED30013887 RDHE2
SMED30013860 MEIS2
SMED30013874 NOL10
SMED30013888 DDX18
SMED30013867 PHKG2
SMED30013889 HDGR3
SMED30013872 KLH10
SMED30013882 KLH40
SMED30013863 RAC1
SMED30013890 SETMR
SMED30013895 SL9A2
SMED30013865 OFD1
SMED30013881 ADF1
SMED30013891 IGS10
SMED30013903 TRM5
SMED30013912 IMT1
SMED30013931 HSP70
SMED30013902 MOG1
SMED30013915 SYA
SMED30013913 KAD2
SMED30013905 SETMR
SMED30013924 EXC4
SMED30013908 FXJ1B
SMED30013926 SFR1
SMED30013909 TDRD1
SMED30013900 ZBED5
SMED30013916 EYS
SMED30013929 DNER
SMED30013927 ABCE1
SMED30013965 SAC1
SMED30013959 KCND2
SMED30013935 IF2P
SMED30013955 WDR35
SMED30013941 TRI37
SMED30013944 KEFB
SMED30013942 DEN5B
SMED30013962 ZBED8
SMED30013958 5HT2A
SMED30013960 S39A1
SMED30013938 SUWA
SMED30013953 POL3
SMED30013956 KLHDB
SMED30013964 JERKL
SMED30013937 DNJC7
SMED30013985 P2R3B
SMED30013974 UNC9
SMED30013973 GIPC1
SMED30013984 PXDN
SMED30013987 INX19
SMED30013968 CSP1
SMED30013995 TRM61
SMED30013972 PLXB2
SMED30013992 FUCL6
SMED30013976 PI16
SMED30013975 RASF1
SMED30013996 SERC
SMED30013998 STY46
SMED30013990 CE049
SMED30014009 TTLL4
SMED30014008 MBOA2
SMED30014022 GOGA1
SMED30014020 ABCA1
SMED30014028 FDXA1
SMED30014036 PCDAC
SMED30014011 MCE1
SMED30014005 GAPR1
SMED30014019 IFB1
SMED30014025 TNI3K
SMED30014027 DPOM
SMED30014010 HIP1
SMED30014004 Y1533
SMED30014051 CD82
SMED30014062 PDIA1
SMED30014050 STML2
SMED30014043 PAG15
SMED30014074 GTD2A
SMED30014053 CTR1
SMED30014042 UNC9
SMED30014052 NEP
SMED30014056 IF4E
SMED30014065 MOT12
SMED30014066 OXA1
SMED30001451 PSIP1
SMED30001449 PCCB
SMED30001465 SRPK2
SMED30001473 LOXH1
SMED30001450 TTC25
SMED30001440 SC6A7
SMED30001471 CP2BB
SMED30001458 SVOP
SMED30001467 KLH10
SMED30001453 RHG15
SMED30001470 WNT4
SMED30001461 MEIS1
SMED30001446 RBM25
SMED30001459 THOC3
SMED30001441 KDM5D
SMED30001475 RP54
SMED30014107 RAB2A
SMED30014092 PO21
SMED30014093 HCE1
SMED30014089 PPCS
SMED30014097 CP2J6
SMED30014088 NDUA7
SMED30014085 NMD3A
SMED30014081 UBC5A
SMED30014102 CAH10
SMED30014105 PC11X
SMED30014098 T2EB
SMED30014094 KIF6
SMED30014095 NUC
SMED30014110 SCND3
SMED30014091 ICAM5
SMED30014109 YKJ2
SMED30014133 EFC10
SMED30014147 CFA20
SMED30014144 PHYD1
SMED30014121 ZASP
SMED30014113 METC
SMED30014141 ACPM
SMED30014124 TPM2
SMED30014140 TRAF3
SMED30014135 ANKY1
SMED30014122 FUMH
SMED30014131 RICTR
SMED30014128 GWT1
SMED30014138 LHX1
SMED30014132 ARXS2
SMED30014142 IFT25
SMED30014130 ATPK
SMED30014120 DUSTY
SMED30014117 SEC13
SMED30014136 DCTN1
SMED30014114 MEF2C
SMED30014169 SUA5
SMED30014167 KIF28
SMED30014164 VPS29
SMED30014160 ICP0
SMED30014180 LMAN2
SMED30014170 LC7L3
SMED30014149 RAB3
SMED30014166 CAB32
SMED30014163 ANR52
SMED30014178 DDR2
SMED30014181 S23A2
SMED30014155 EPMIP
SMED30014153 TC3A
SMED30014179 CP089
SMED30014158 NPL4
SMED30014177 LYSM1
SMED30014219 CFA99
SMED30014191 ASNS
SMED30014187 TM144
SMED30014206 ALG11
SMED30014188 TBPL2
SMED30014215 TBAD
SMED30014205 SETD6
SMED30014199 MYO6
SMED30014194 STNB
SMED30014189 PROS
SMED30014196 PO5F2
SMED30014184 TPL2B
SMED30014203 SC11C
SMED30014207 EFR3B
SMED30014198 ACT
SMED30014204 RM16
SMED30014216 RRAGD
SMED30014227 ADRB2
SMED30014243 ASPP
SMED30014236 TM86A
SMED30014255 HPBP1
SMED30014246 RAB5C
SMED30014235 MY88A
SMED30014222 AGO2
SMED30014233 CC153
SMED30014242 A13CB
SMED30014225 PP17
SMED30014234 GOG7B
SMED30014279 DUS11
SMED30014278 and
SMED30014291 MAT1
SMED30014269 SETMR
SMED30014257 OSBP1
SMED30014263 MMP25
SMED30014284 GACA
SMED30014270 TM196
SMED30014264 AMPD2
SMED30014265 NCASE
SMED30014280 LMBL3
SMED30014286 MRP1
SMED30014283 LASP1
SMED30014267 POL2
SMED30014310 ANR53
SMED30014306 GSH0
SMED30014294 TIGD2
SMED30014326 OVOL1
SMED30014321 NPDC1
SMED30014316 WNK1
SMED30014319 RWD2B
SMED30014309 B3GT4
SMED30014320 FHL2
SMED30014305 TBA8
SMED30014315 GT2D2
SMED30014324 PO21
SMED30014325 VASH1
SMED30014313 ZMYM6
SMED30014318 K0513
SMED30014301 XIAP
SMED30014347 PLXA2
SMED30014362 FCHO2
SMED30014358 PTPRF
SMED30014348 FHL3
SMED30014331 VPS52
SMED30014333 OXDD
SMED30014356 CALL3
SMED30014351 HR3
SMED30014355 LMO7
SMED30014332 CFDP1
SMED30014350 ZBED5
SMED30014360 CHDH
SMED30014357 RPAP1
SMED30014345 DLRB2
SMED30014353 S27A1
SMED30014337 ZBED8
SMED30014383 MARE1
SMED30014391 GTD2B
SMED30014382 MEX3B
SMED30014378 MON2
SMED30014375 NOGG3
SMED30014381 ZBED8
SMED30014385 G6PI
SMED30014373 TRAF3
SMED30014399 GSTT2
SMED30014389 AMIC
SMED30014390 TP4A1
SMED30014387 PILQ
SMED30014376 SC6A1
SMED30014367 KAPCA
SMED30014394 CCNB
SMED30014392 SR140
SMED30014384 POL2
SMED30014403 CSH1
SMED30014405 TRAF6
SMED30014431 INX12
SMED30014410 CSK
SMED30014430 PC11X
SMED30014408 DSRAD
SMED30014432 NR2CA
SMED30014425 RN133
SMED30014429 DHB13
SMED30014435 SMAL1
SMED30014421 OX2R
SMED30014414 ABC8A
SMED30014407 FXJ1B
SMED30014428 PTPRS
SMED30014427 PLOD1
SMED30014413 RNP1B
SMED30014420 SKIV2
SMED30014415 FA32A
SMED30014426 RBBP4
SMED30000153 NET1
SMED30000184 NDK5
SMED30000172 POL2
SMED30000162 BARH1
SMED30000158 DPP3
SMED30000166 SUCB2
SMED30000179 YHJX
SMED30000177 VMAT1
SMED30000165 FHOD3
SMED30000160 UBP31
SMED30000154 PP1B
SMED30000163 C209C
SMED30000173 FA78A
SMED30000182 JERKL
SMED30000185 PEPK2
SMED30000174 KS6C1
SMED30000175 DPOM
SMED30000169 SETMR
SMED30000170 SUFU
SMED30000156 OPA3
SMED30001508 NF1
SMED30001493 SLO
SMED30001510 UNC79
SMED30001501 VP13A
SMED30001485 TDR12
SMED30001488 POLR
SMED30001483 B3GN4
SMED30001511 TC1D1
SMED30001497 ARHGH
SMED30001504 HEXDC
SMED30001480 ULK1
SMED30001486 RT12
SMED30001496 RRAGA
SMED30001491 PUS3
SMED30001476 TYY1
SMED30001482 MGLL
SMED30001487 SRR1L
SMED30001495 RL15
SMED30001478 DYNB
SMED30001490 COFI
SMED30001499 LTOR2
SMED30014437 PSME3
SMED30014458 NPFF2
SMED30014451 SLP1
SMED30014456 OSTC
SMED30014464 PRS10
SMED30014463 FCF1
SMED30014468 SETMR
SMED30014446 PIWI2
SMED30014439 LC7L3
SMED30014440 LTN1
SMED30014444 CP2U1
SMED30014454 SCND3
SMED30014453 RE114
SMED30014465 TSAL
SMED30014459 BAK
SMED30014443 HIKES
SMED30014448 PLXB2
SMED30014507 LAR
SMED30014501 COFA1
SMED30014504 DYSF
SMED30014477 TMUB2
SMED30014486 TPC6B
SMED30014495 GHITM
SMED30014474 TS101
SMED30014492 ARMC4
SMED30014505 TWK18
SMED30014480 YL426
SMED30014500 COPB2
SMED30014496 NSA2
SMED30014488 UNC9
SMED30014493 RL5
SMED30014485 VAC14
SMED30014491 AL3B3
SMED30014526 DSCL1
SMED30014539 KAPR
SMED30014521 TMM26
SMED30014512 M3K3
SMED30014525 OST48
SMED30014523 EST6
SMED30014515 MET22
SMED30014531 TMM70
SMED30014511 RAB10
SMED30014519 CASP1
SMED30014537 DAD1
SMED30014530 T229B
SMED30014541 WHRN
SMED30014513 WBS22
SMED30014524 NETR
SMED30014529 VKT5
SMED30014535 LTOR4
SMED30014567 SYTL3
SMED30014572 CDC16
SMED30014549 PROM1
SMED30014565 ACE
SMED30014550 IFT43
SMED30014563 ZDH21
SMED30014577 ITPR1
SMED30014571 GT2D2
SMED30014546 HPPD
SMED30014544 DYL1
SMED30014575 TRPM3
SMED30014569 EXOS6
SMED30014562 PMS2
SMED30014545 5HT2B
SMED30014556 TIM14
SMED30014594 PAN3
SMED30014608 TCAF3
SMED30014599 IGDC4
SMED30014614 T2EB
SMED30014587 SIR6
SMED30014605 UBP4
SMED30014606 CPNE8
SMED30014613 CP3AV
SMED30014586 ACT10
SMED30014609 WDR47
SMED30014596 SUR8
SMED30014607 PLCB1
SMED30014600 LHPL2
SMED30014625 PRDM8
SMED30014645 SVIL
SMED30014626 POLS2
SMED30014648 ATAT
SMED30014623 GLT10
SMED30014640 P40
SMED30014627 SRSF2
SMED30014647 ANK1
SMED30014621 NOP56
SMED30014636 PRPS2
SMED30014634 Y9705
SMED30014617 TXND3
SMED30014646 ANPRB
SMED30014639 PANK2
SMED30014635 KTRC
SMED30014686 CDT1
SMED30014682 PAG15
SMED30014654 PROH4
SMED30014664 CNOT1
SMED30014681 KLC
SMED30014675 RNF41
SMED30014687 FUCL6
SMED30014667 UBIQ
SMED30014655 UBE2Z
SMED30014670 CHM2A
SMED30014678 ODPB
SMED30014652 MPC2
SMED30014680 RCN1
SMED30014674 RB3GP
SMED30014718 YMD3
SMED30014712 PANG1
SMED30014721 TIGD1
SMED30014692 H4
SMED30014698 S38A7
SMED30014716 SELB
SMED30014689 Y3950
SMED30014717 WDFY3
SMED30014696 HINT3
SMED30014711 ZN660
SMED30014703 CT2NL
SMED30014707 ZN330
SMED30014737 ZBED5
SMED30014736 PDFR
SMED30014746 NDC80
SMED30014731 TC1DB
SMED30014740 TPST1
SMED30014748 PTK7
SMED30014730 POLR
SMED30014725 GT2D2
SMED30014734 PIPNB
SMED30014747 SYP2L
SMED30014755 TIGD1
SMED30014733 GT2D2
SMED30014754 AGM1
SMED30014742 TRPC3
SMED30014750 TRA2A
SMED30014753 NWD2
SMED30014739 UBC21
SMED30014738 ANM5
SMED30014789 YI31B
SMED30014781 PPCK2
SMED30014787 KGP1
SMED30014791 KAD8
SMED30014772 FKB62
SMED30014760 EXT1
SMED30014776 SPT20
SMED30014795 ST17A
SMED30014777 DHX9
SMED30014765 ENDOU
SMED30014778 UNC9
SMED30014785 AOFA
SMED30014769 HCDH
SMED30014763 KC1A
SMED30001534 CCDC6
SMED30001540 HOT
SMED30001523 NLS1B
SMED30001521 TMED5
SMED30001529 PU60B
SMED30001522 MET24
SMED30001546 YBX2B
SMED30001515 ANXA7
SMED30001542 CAV3
SMED30001519 A16L1
SMED30001533 ZBED5
SMED30001528 NPFR
SMED30001527 ANR27
SMED30014819 JAGN
SMED30014816 NT5D3
SMED30014804 HMX3
SMED30014811 KCMA1
SMED30014800 MK13
SMED30014813 YBOXH
SMED30014808 NRAM2
SMED30014812 ZDHC4
SMED30014829 GT2D2
SMED30014799 ERG
SMED30014810 SH3G2
SMED30014818 ACBP2
SMED30014831 PRK2
SMED30014798 DSK2A
SMED30014822 MOEH
SMED30014826 ADD2
SMED30014803 AOFA
SMED30014815 HCD2
SMED30014825 MA1A2
SMED30014860 CALM
SMED30014848 DYL2
SMED30014854 CPSF4
SMED30014832 NUCG
SMED30014858 TCPA
SMED30014845 FUCL5
SMED30014865 TRAF6
SMED30014842 IPHP
SMED30014849 CACP
SMED30014864 REEP6
SMED30014835 OXDD
SMED30014841 ARL6
SMED30014862 M4K3
SMED30014834 PCKG
SMED30014867 IDI1
SMED30014850 GPR83
SMED30014837 H2B2
SMED30014846 CNTN1
SMED30014844 FLOT1
SMED30014866 PROH4
SMED30014863 PGBD4
SMED30014888 CD63
SMED30014891 HYEP1
SMED30014894 RUBIC
SMED30014878 CL18B
SMED30014872 GCNT3
SMED30014885 MA1B1
SMED30014874 NTAQ1
SMED30014869 DCC
SMED30014882 GHC1
SMED30014901 POTA
SMED30014896 RUXE
SMED30014875 ZMYM1
SMED30014877 DECA
SMED30014895 Y370
SMED30014870 REPX
SMED30014884 DUS12
SMED30014893 4EBP2
SMED30014911 OGDHL
SMED30014924 VGL2B
SMED30014918 DCOR
SMED30014919 KIF3A
SMED30014914 COG2
SMED30014936 RANB3
SMED30014933 ZBED5
SMED30014927 H2A2
SMED30014908 S46A3
SMED30014928 FMNL2
SMED30014917 RPB1
SMED30014907 CE022
SMED30014937 GABPA
SMED30014923 ARF1
SMED30014929 DTD
SMED30014915 ACADS
SMED30014909 PYGM
SMED30014925 DDX11
SMED30014930 DI3L2
SMED30014904 IF5A
SMED30014970 AUR1
SMED30014958 AT1A
SMED30014948 KLC2
SMED30014965 DXO
SMED30014969 ITPK1
SMED30014966 CP2B4
SMED30014950 PPE
SMED30014945 TOP3A
SMED30014975 RPB1
SMED30014968 TTPA
SMED30014964 ASCC2
SMED30014942 TRBE
SMED30014940 GELS1
SMED30014980 LAML3
SMED30014981 GELS2
SMED30014979 BICD
SMED30014988 DUS2L
SMED30015006 OCTC
SMED30014999 PAK3
SMED30015002 GALT1
SMED30014977 FUND1
SMED30015003 YG31B
SMED30014989 M3K7
SMED30014998 KN14C
SMED30014978 PKD2
SMED30015005 OTX1B
SMED30014995 TAF12
SMED30015038 SDHF4
SMED30015015 RAP1
SMED30015032 PHRF1
SMED30015018 EMRE
SMED30015034 MRRP3
SMED30015040 HOIL1
SMED30015021 CBLB
SMED30015030 THYG
SMED30015041 NHR91
SMED30015031 COXM1
SMED30015044 AMPG4
SMED30015020 RF298
SMED30015014 CCD61
SMED30015033 PGBD2
SMED30015012 ZBED5
SMED30015029 GBB
SMED30015071 EYA1
